cluster_id	amp	ch	channel_group	depth	fr	group	n_spikes	sh	si_unit_id
8	4.79700041	2	0	0.00000000	3.93451815	good	92911	0	1
11	4.79700041	2	0	0.00000000	7.48613316	good	176780	0	1
12	4.79700041	2	0	0.00000000	5.51313605	noise	130189	0	1
13	4.81650019	1	0	10.00000000	2.11659638	noise	49982	0	0
15	4.81650019	1	0	10.00000000	6.67810676	good	157699	0	0
16	4.81650019	1	0	10.00000000	7.42468742	noise	175329	0	0
