cluster_id	amp	ch	channel_group	depth	fr	group	n_spikes	sh	si_unit_id
4	9.08699989	3	0	-10.00000000	8.56963985	noise	193789	0	0
11	9.08699989	3	0	-10.00000000	4.68827476	good	106018	0	0
12	9.08699989	3	0	-10.00000000	0.16061248	noise	3632	0	0
