cluster_id	amp	ch	channel_group	depth	fr	group	n_spikes	sh	si_unit_id
8	8.24849987	1	0	10.00000000	2.91937173	noise	68939	0	0
11	8.24849987	1	0	10.00000000	2.72800486	good	64420	0	0
12	8.24849987	1	0	10.00000000	1.76642761	noise	41713	0	0
14	8.24849987	1	0	10.00000000	0.59789973	noise	14119	0	0
15	8.24849987	1	0	10.00000000	7.56392492	mua	178617	0	0
