cluster_id	amp	ch	channel_group	depth	fr	group	n_spikes	sh	si_unit_id
1	3.90000010	3	0	-10.00000000	2.71240882	noise	72937	0	1
11	7.64400005	2	0	0.00000000	4.15133877	noise	111630	0	
12	7.64400005	2	0	0.00000000	3.03085291	good	81500	0	
13	7.64400005	2	0	0.00000000	2.10776296	mua	56678	0	
