cluster_id	amp	ch	channel_group	depth	fr	group	n_spikes	sh	si_unit_id
11	6.68850040	0	0	0.00000000	6.64025157	good	123464	0	
27	6.68850040	0	0	0.00000000	3.92437663	good	72967	0	
31	6.68850040	0	0	0.00000000	4.58714327	mua	85290	0	
33	6.68850040	0	0	0.00000000	8.03710096	noise	149436	0	
