cluster_id	amp	ch	channel_group	depth	fr	group	n_spikes	sh	si_unit_id
1	7.27350044	3	0	-10.00000000	3.85862049	good	63644	0	
2	7.27350044	3	0	-10.00000000	3.81896966	noise	62990	0	
