cluster_id	amp	ch	channel_group	depth	fr	group	n_spikes	sh	si_unit_id
0	3.35400009	1	0	10.00000000	1.86429192	noise	44024	0	0
1	3.50999999	2	0	0.00000000	6.10142297	noise	144081	0	1
