cluster_id	amp	ch	channel_group	depth	fr	group	n_spikes	sh	si_unit_id
0	4.25099993	0	0	0.00000000	0.43100952	noise	10178	0	0
1	7.95600033	0	0	0.00000000	7.36188656	noise	173846	0	1
2	1.83299994	3	0	-10.00000000	0.53802083	noise	12705	0	2
