cluster_id	amp	ch	channel_group	depth	fr	group	n_spikes	sh	si_unit_id
0	180.88200378	2	0	0.00000000	0.58804968	noise	17608	0	0
1	170.48849487	2	0	0.00000000	0.18748926	noise	5614	0	1
2	28.11899948	2	0	0.00000000	0.20923053	noise	6265	0	2
