cluster_id	amp	ch	channel_group	depth	fr	group	n_spikes	sh	si_unit_id
19	10.49100018	1	0	10.00000000	12.06015420	good	324299	0	
22	10.49100018	1	0	10.00000000	5.19874947	noise	139795	0	
23	10.49100018	1	0	10.00000000	7.20286842	mua	193686	0	
24	10.49100018	1	0	10.00000000	4.12623662	noise	110955	0	
25	10.49100018	1	0	10.00000000	7.79174641	mua	209521	0	
26	10.49100018	1	0	10.00000000	0.77422487	noise	20819	0	
