cluster_id	amp	ch	channel_group	depth	fr	group	n_spikes	sh	si_unit_id
5	9.90600014	1	0	10.00000000	5.54584238	good	91473	0	
10	9.90600014	1	0	10.00000000	0.97847835	good	16139	0	
13	9.90600014	1	0	10.00000000	2.84067319	noise	46854	0	
18	9.90600014	1	0	10.00000000	0.84618764	mua	13957	0	
19	9.90600014	1	0	10.00000000	0.44731478	noise	7378	0	
