cluster_id	amp	ch	channel_group	depth	fr	group	n_spikes	sh	si_unit_id
1	2.28150010	0	0	0.00000000	2.03586154	noise	49403	0	1
2	6.88350010	2	0	0.00000000	9.32042409	good	226173	0	0
3	6.88350010	2	0	0.00000000	16.08690371	noise	390371	0	0
