cluster_id	amp	ch	channel_group	depth	fr	group	n_spikes	sh	si_unit_id
4	4.77750015	0	0	0.00000000	8.74795186	good	206577	0	1
8	4.77750015	0	0	0.00000000	6.08952341	mua	143800	0	1
11	4.77750015	0	0	0.00000000	8.94571316	noise	211247	0	1
