cluster_id	amp	ch	channel_group	depth	fr	group	n_spikes	sh	si_unit_id
27	4.66050005	1	0	10.00000000	1.77484692	noise	39484	0	
31	4.66050005	1	0	10.00000000	1.42135193	mua	31620	0	
32	4.66050005	1	0	10.00000000	2.01956039	noise	44928	0	
