cluster_id	amp	ch	channel_group	depth	fr	group	n_spikes	sh	si_unit_id
3	10.21800041	2	0	0.00000000	1.18835595	good	35583	0	
4	10.21800041	2	0	0.00000000	1.60404509	noise	48030	0	
18	10.84200001	3	0	-10.00000000	0.76238062	good	22828	0	
21	10.84200001	3	0	-10.00000000	1.13702518	noise	34046	0	
