cluster_id	amp	ch	channel_group	depth	fr	group	n_spikes	sh	si_unit_id
11	6.45450020	0	0	0.00000000	5.82702255	good	131769	0	
12	6.45450020	0	0	0.00000000	1.77235341	mua	40079	0	
16	6.45450020	0	0	0.00000000	10.55169161	noise	238610	0	
19	6.45450020	0	0	0.00000000	3.35106089	mua	75779	0	
20	6.45450020	0	0	0.00000000	0.59234696	noise	13395	0	
23	6.45450020	0	0	0.00000000	0.08446306	noise	1910	0	
24	6.45450020	0	0	0.00000000	4.32879820	noise	97889	0	
