cluster_id	amp	ch	channel_group	depth	fr	group	n_spikes	sh	si_unit_id
99	7.46850014	0	0	0.00000000	5.76582514	mua	128269	0	
100	7.46850014	0	0	0.00000000	4.68048224	mua	104124	0	
105	7.46850014	0	0	0.00000000	4.14668863	good	92249	0	
116	7.46850014	0	0	0.00000000	3.59113870	noise	79890	0	
