cluster_id	amp	ch	channel_group	depth	fr	group	n_spikes	sh	si_unit_id
3	8.26799965	1	0	10.00000000	0.11427989	noise	3073	0	
9	8.26799965	1	0	10.00000000	0.60434835	mua	16251	0	
10	8.26799965	1	0	10.00000000	5.25181729	noise	141222	0	
