cluster_id	amp	ch	channel_group	depth	fr	group	n_spikes	sh	si_unit_id
7	7.64400005	3	0	-10.00000000	23.21350042	noise	524937	0	
8	7.64400005	3	0	-10.00000000	3.26566917	good	73848	0	
9	7.64400005	3	0	-10.00000000	2.11993439	mua	47939	0	
