cluster_id	amp	ch	channel_group	depth	fr	group	n_spikes	sh	si_unit_id
0	1.30650008	2	0	0.00000000	1.16196407	noise	27439	0	0
1	1.22850001	0	0	0.00000000	2.26256708	noise	53429	0	1
