cluster_id	amp	ch	channel_group	depth	fr	group	n_spikes	sh	si_unit_id
4	12.10949993	3	0	-10.00000000	4.28759700	good	115294	0	
6	12.10949993	3	0	-10.00000000	2.67678235	noise	71979	0	
7	11.54400063	0	0	0.00000000	1.43807462	good	38670	0	
11	11.54400063	0	0	0.00000000	1.17377681	mua	31563	0	
13	11.54400063	0	0	0.00000000	2.51865736	mua	67727	0	
14	11.54400063	0	0	0.00000000	0.94276260	noise	25351	0	
