cluster_id	amp	ch	channel_group	depth	fr	group	n_spikes	sh	si_unit_id
4	9.12599945	2	0	0.00000000	7.30860786	noise	218842	0	
5	9.12599945	2	0	0.00000000	6.71331110	good	201017	0	
